Group_ID,Group_name,Short_name
92,"Office Electronics; Men's Grooming; Bath & Skin Care; Kids Electronics; Kids' & Teen Room; Pet Jewelry; Car Video & Back-Up Cameras; Game Room Furniture; Recreation Room; Dolls & Accessories; Oral Care; Telescopes, Binoculars & Sports Cameras; TV & Home Theater Services; Eco-Friendly Pet Supplies; Lighting; Office & Business Software; Home Security & Monitoring; Audio & Home Theater; Wall Lighting; Tire Accessories; Shower Curtains & Accessories; Kids' Furniture; Men's Clothing; Kids; MP3 Accessories & Docking Stations; Office Products; Crafts; Pet Training; Motor Sports; Office Supplies & Equipment; Accessories; Outdoors & Recreation; Baby & Kids Bedding; Pet Beds; Home Office Equipment; Sports & Outdoor Recreation; Living Room; Pets; Home & Garden; Living Room Furniture; Art Supplies; Sports; Men's Sport Clothing; Office Supplies; Pet Gates & Doors; Film Cameras & Accessories; Home Improvement; Binders & Accessories; Pet Apparel; Pet Lover's Gifts; Winter Sports; Pet Toys; Computers & Accessories; Home Energy Technology; Pet Stairs & Ramps; Office & School Supplies; Skin Care; Pet Supplies; Pet Grooming; Pet Memorials; Crafts & Sewing; Kids' & Teen Bedding; Exterior Accessories; Home Entertainment; Home Audio & Theater; Pet Health Supplies; Office Technology; Home Audio; Smartphone & iPod Car Connectors; Home Decor; Computer Accessories; Sports Fan Shop; Home; Jewelry Boxes & Accessories; Pet Occasions & Holidays; Outdoor Lighting; DJ & Lighting Equipment; Car Seats & Strollers; Travel Accessories; Kids' Luggage & Bags; Car Installation Parts; Craft Lover's Gifts; Hair Care; Pet Clean Up; Office Furniture; Art Gallery; Men; Bedding Accessories; Pet Houses; Wall Art & Coverings; Baby & Kids Furniture; Vacuum Cleaners & Floor Care; Sports & Fitness; Business Office Furniture; Auto Electronics; Baby & Kids D�cor; Women's Sport Clothing; Paint & Home Décor; Printers & Office Machines; Office; Electronic Toys; Ceiling Lighting; General Office Supplies; Kids & Family Gaming; Team Sports; Home Theater Systems; Interior Accessories; Pet Carriers & Travel; Men's Big & Tall; Canvas Wall Art; Arts & Crafts; Kids Bedroom Furniture; Personal Care; Electronics; Jewelry and Accessories; Game Room; Swimming Pools & Accessories; Car Security & Remote Start; Home Office Furniture; Kids Playroom Furniture; Personal Care & Beauty; Men's Activewear; Home Health Care; Sports & Outdoors; iPod & MP3 Players; Baby Bath & Skin Care; Track Lighting & Accessories; Car Audio; Water Sports & Pools; Desk Accessories; iPods & MP3 Players; Home Accents; Marine Electronics; Car Care & Maintenance; Outdoor Recreation; Gardening & Lawn Care; Home Health & Mobility; Pretend Play, Arts & Crafts; Car Seats; Art & School Supplies","Recreation, Room, Kids, Electronics"
93,Living Room; Hallway & Entryway Furniture; Baby Furniture; Living Room Furniture; Baby & Kids Furniture; Kids Electronics; Kids Bedroom Furniture; Kids' & Teen Room; Game Room Furniture; Office Furniture; Bar Furniture; Home Office Furniture; Kids Playroom Furniture; Bedroom Furniture; Kids' Furniture; Furniture & Décor; Kids; Recreation Room; Game Room; Business Office Furniture; Furniture & Decor; Accent Furniture; Kids' & Teen Bedding; Bathroom Furniture; Baby & Kids D�cor; Kids' Luggage & Bags; Kitchen & Dining Furniture; Patio Furniture; Nursery Furniture; Baby & Kids Bedding; Kids & Family Gaming; Furniture,"Furniture, Room, Kids"
94,Living Room; Live Sound & Microphones; Hallway & Entryway Furniture; Baby Furniture; Living Room Furniture; Baby & Kids Furniture; Kids Bedroom Furniture; Kids' & Teen Room; Game Room Furniture; Office Furniture; Bar Furniture; Home Office Furniture; Kids Playroom Furniture; Bedroom Furniture; Kids' Furniture; Furniture & Décor; Recreation Room; Game Room; Business Office Furniture; Furniture & Decor; Accent Furniture; Bathroom Furniture; Kitchen & Dining Furniture; Patio Furniture; Nursery Furniture; Furniture; Outdoor Living,"Furniture, Live, Room"
95,Office Electronics; Outdoor Power Equipment; Outdoor Party; Bath & Skin Care; Kids Electronics; Kids' & Teen Room; Car Video & Back-Up Cameras; Game Room Furniture; Recreation Room; Dolls & Accessories; Oral Care; TV & Home Theater Services; Lighting; Office & Business Software; Home Security & Monitoring; Audio & Home Theater; Wall Lighting; Tire Accessories; Shower Curtains & Accessories; Kids' Furniture; Kids; MP3 Accessories & Docking Stations; Office Products; Office Supplies & Equipment; Accessories; Outdoors & Recreation; Baby & Kids Bedding; Electronic Toys; Sports & Outdoor Recreation; Living Room; Home & Garden; Living Room Furniture; Office Supplies; Film Cameras & Accessories; Home Improvement; Binders & Accessories; Computers & Accessories; Home Energy Technology; Office & School Supplies; Skin Care; Grills & Outdoor Cooking; Awnings & Outdoor Shading; Outdoors; Kids' & Teen Bedding; Patio & Outdoor Decor; Exterior Accessories; Outdoor Games & Play; Home Entertainment; Home Audio & Theater; Outdoor Play; Office Technology; Home Audio; Smartphone & iPod Car Connectors; Home Decor; Computer Accessories; Home; Jewelry Boxes & Accessories; Home Theater Systems; DJ & Lighting Equipment; Live Sound & Microphones; Car Seats & Strollers; Travel Accessories; Kids' Luggage & Bags; Car Installation Parts; Hair Care; Office Furniture; Bedding Accessories; Baby & Kids Furniture; Vacuum Cleaners & Floor Care; Business Office Furniture; iPods & MP3 Players; Baby & Kids D�cor; Paint & Home Décor; Printers & Office Machines; Office; Home Office Equipment; Ceiling Lighting; General Office Supplies; Kids & Family Gaming; Outdoor Living; Outdoor Lighting; Interior Accessories; Kids Bedroom Furniture; Personal Care; Electronics; Outdoor Cooking; Jewelry and Accessories; Game Room; Swimming Pools & Accessories; Car Security & Remote Start; Home Office Furniture; Kids Playroom Furniture; Personal Care & Beauty; Home Health Care; Sports & Outdoors; Bouncers & Outdoor Play; iPod & MP3 Players; Baby Bath & Skin Care; Track Lighting & Accessories; Outdoor Heating; Car Audio; Desk Accessories; Auto Electronics; Outdoor D�cor; Home Accents; Marine Electronics; Car Care & Maintenance; Outdoor Recreation; Gardening & Lawn Care; Home Health & Mobility; Car Seats,"Outdoor, Live, Room, Kids, Electronics"
96,Sound Bars; Living Room; Outdoor Living; Live Sound & Microphones; Living Room Furniture,"Sound, Microphones, Live"
97,Living Room; Live Sound & Microphones; Hallway & Entryway Furniture; Baby Furniture; Living Room Furniture; Bar & Wine; Baby & Kids Furniture; Kids Bedroom Furniture; Game Room Furniture; Office Furniture; Bar Furniture; Home Office Furniture; Kids Playroom Furniture; Bedroom Furniture; Kids' Furniture; Furniture & Décor; Business Office Furniture; Furniture & Decor; Accent Furniture; Bathroom Furniture; Kitchen & Dining Furniture; Furniture; Patio Furniture; Nursery Furniture; Sound Bars; Outdoor Living,"Furniture, Bars, Sound, Live"
98,"Storage & Organization; Kitchen Storage & Organization; Bar & Wine; Filing & Storage; Memory, Storage & Drives; Bathroom & Laundry Storage; Sheds and Storage; Audio Stands & Storage; Vacuums, Storage & Laundry; Jewelry Storage; Garage Storage; Wine Cellars & Storage; TV Stands, Mounts & Storage","Cellars, Storage, Wine, Garage, Sheds"
99,"Office Electronics; Bath & Skin Care; Kids Electronics; Kids' & Teen Room; Pet Toys; Pet Jewelry; Car Video & Back-Up Cameras; Game Room Furniture; Kitchen Storage & Organization; Computer Memory; Recreation Room; Dolls & Accessories; Oral Care; TV & Home Theater Services; Eco-Friendly Pet Supplies; Lighting; Office & Business Software; Home Security & Monitoring; Audio & Home Theater; Tire Accessories; TV Stands, Mounts & Storage; Kids' Furniture; Kids; MP3 Accessories & Docking Stations; Office Products; Crafts; Pet Training; Office Supplies & Equipment; Accessories; Wall Lighting; Baby & Kids Bedding; Vacuums, Storage & Laundry; Pet Beds; Home Office Equipment; Living Room; Pets; Home & Garden; Living Room Furniture; Art Supplies; Shower Curtains & Accessories; Office Supplies; Pet Gates & Doors; Film Cameras & Accessories; Home Improvement; Binders & Accessories; Pet Apparel; Filing & Storage; Pet Lover's Gifts; Bathroom & Laundry Storage; Computers & Accessories; Home Energy Technology; Audio Stands & Storage; Pet Stairs & Ramps; Office & School Supplies; Skin Care; Pet Supplies; Pet Grooming; Pet Memorials; Crafts & Sewing; Memory Cards; Kids' & Teen Bedding; Wine Cellars & Storage; Exterior Accessories; Home Entertainment; Home Audio & Theater; Pet Health Supplies; Office Technology; Home Audio; Smartphone & iPod Car Connectors; Home Decor; Computer Accessories; Home; Jewelry Boxes & Accessories; Pet Occasions & Holidays; Outdoor Lighting; DJ & Lighting Equipment; Live Sound & Microphones; Car Seats & Strollers; Travel Accessories; Kids' Luggage & Bags; Car Installation Parts; Craft Lover's Gifts; Hair Care; Pet Clean Up; Office Furniture; Art Gallery; Memory, Storage & Drives; Sheds and Storage; Garage Storage; Bedding Accessories; Pet Houses; Wall Art & Coverings; Baby & Kids Furniture; Vacuum Cleaners & Floor Care; Business Office Furniture; Jewelry Storage; iPods & MP3 Players; Baby & Kids D�cor; Paint & Home Décor; Memory Foam; Printers & Office Machines; Office; Electronic Toys; Ceiling Lighting; General Office Supplies; Kids & Family Gaming; Sound Bars; Outdoor Living; Home Theater Systems; Interior Accessories; Pet Carriers & Travel; Canvas Wall Art; Arts & Crafts; Bar & Wine; Kids Bedroom Furniture; Personal Care; Electronics; Storage & Organization; Jewelry and Accessories; Game Room; Swimming Pools & Accessories; Bar Furniture; Car Security & Remote Start; Home Office Furniture; Kids Playroom Furniture; Personal Care & Beauty; Home Health Care; iPod & MP3 Players; Baby Bath & Skin Care; Track Lighting & Accessories; Car Audio; Desk Accessories; Auto Electronics; Home Accents; Marine Electronics; Car Care & Maintenance; Gardening & Lawn Care; Home Health & Mobility; Pretend Play, Arts & Crafts; Car Seats; Art & School Supplies","Memory, Storage, Wine, Bars, Sound, Live"
100,"Office Electronics; Bath & Skin Care; Kids Electronics; Kids' & Teen Room; Jewelry & Watch Boxes; Pet Jewelry; Car Video & Back-Up Cameras; Game Room Furniture; Kitchen Storage & Organization; Recreation Room; Dolls & Accessories; Jewelry Boxes & Accessories; TV & Home Theater Services; Office & Business Software; Home Security & Monitoring; Audio & Home Theater; Tire Accessories; TV Stands, Mounts & Storage; Kids' Furniture; Kids; MP3 Accessories & Docking Stations; Initial Jewelry; Office Products; iPod & MP3 Players; Office Supplies & Equipment; Accessories; Baby & Kids Bedding; Vacuums, Storage & Laundry; Electronic Toys; Living Room; Jewelry; Home & Garden; Religious Jewelry; Living Room Furniture; Shower Curtains & Accessories; Office Supplies; Film Cameras & Accessories; Home Improvement; Binders & Accessories; Filing & Storage; Bathroom & Laundry Storage; Computers & Accessories; Personalized Jewelry; Home Energy Technology; Audio Stands & Storage; Office & School Supplies; Skin Care; Jewelry & Watches; Kids' & Teen Bedding; Pearl Jewelry; Wine Cellars & Storage; Exterior Accessories; Fine Jewelry and Watches; Home Entertainment; Home Audio & Theater; Office Technology; Home Audio; Smartphone & iPod Car Connectors; Home Decor; Computer Accessories; Home; Oral Care; Live Sound & Microphones; Car Seats & Strollers; Travel Accessories; Kids' Luggage & Bags; Car Installation Parts; Hair Care; World Jewelry; Office Furniture; Memory, Storage & Drives; Sheds and Storage; Garage Storage; Gold Jewelry; Bedding Accessories; Baby & Kids Furniture; Vacuum Cleaners & Floor Care; Business Office Furniture; Jewelry Storage; iPods & MP3 Players; Baby & Kids D�cor; Paint & Home Décor; Silver Jewelry; Printers & Office Machines; Office; Home Office Equipment; General Office Supplies; Designer Fashion Jewelry; Kids & Family Gaming; Sound Bars; Outdoor Living; Home Theater Systems; Interior Accessories; Diamond Jewelry; Bar & Wine; Kids Bedroom Furniture; Personal Care; Electronics; Storage & Organization; Jewelry and Accessories; Game Room; Swimming Pools & Accessories; Bar Furniture; Car Security & Remote Start; Home Office Furniture; Kids Playroom Furniture; Personal Care & Beauty; Home Health Care; Gemstone Jewelry; Baby Bath & Skin Care; Track Lighting & Accessories; Car Audio; Desk Accessories; Auto Electronics; Home Accents; Marine Electronics; Car Care & Maintenance; Gardening & Lawn Care; Home Health & Mobility; Car Seats","Jewelry, Storage, Wine, Bars, Sound"
101,"Home Theater Systems; Living Room; Hair Care; Live Sound & Microphones; Home & Garden; Kids' Luggage & Bags; Living Room Furniture; Office & School Supplies; Baby & Kids Furniture; Kids Electronics; Kids Bedroom Furniture; Kids' & Teen Room; Office Electronics; Personal Care; Game Room Furniture; Electronics; Office Supplies; Storage & Organization; Home Office Furniture; Office Furniture; Home Improvement; Game Room; Filing & Storage; Bar Furniture; Memory, Storage & Drives; Bathroom & Laundry Storage; Sheds and Storage; Audio Stands & Storage; Kids Playroom Furniture; Baby & Kids D�cor; Personal Care & Beauty; Office & Business Software; Home Energy Technology; Audio & Home Theater; Home Health Care; TV Stands, Mounts & Storage; Kids' Furniture; Kitchen Storage & Organization; Bar & Wine; Kids; Vacuum Cleaners & Floor Care; Skin Care; Bath & Skin Care; Baby Bath & Skin Care; Paint & Home Décor; Business Office Furniture; Jewelry Storage; Office Products; Home Security & Monitoring; Kids' & Teen Bedding; Garage Storage; Wine Cellars & Storage; Printers & Office Machines; Home Entertainment; Home Audio & Theater; Auto Electronics; Recreation Room; Office; Office Technology; Office Supplies & Equipment; Marine Electronics; Electronic Toys; Oral Care; Home Decor; Car Care & Maintenance; General Office Supplies; Gardening & Lawn Care; Home Health & Mobility; Home Accents; Baby & Kids Bedding; Vacuums, Storage & Laundry; Kids & Family Gaming; Home Audio; TV & Home Theater Services; Home; Sound Bars; Home Office Equipment; Outdoor Living","Vacuum, Storage, Wine, Bars, Sound, Live"
102,"Home Theater Systems; Living Room; Live Sound & Microphones; Home & Garden; Kids' Luggage & Bags; Living Room Furniture; Office & School Supplies; Baby & Kids Furniture; Kids Electronics; Kids Bedroom Furniture; Kids' & Teen Room; Office Electronics; Game Room Furniture; Electronics; Office Supplies; Storage & Organization; Home Office Furniture; Baby & Kids D�cor; Office Furniture; Home Improvement; Game Room; Filing & Storage; Bar Furniture; Memory, Storage & Drives; Bathroom & Laundry Storage; Sheds and Storage; Audio Stands & Storage; Kids Playroom Furniture; Audio & Video; Office & Business Software; Home Energy Technology; Audio & Home Theater; Home Health Care; TV Stands, Mounts & Storage; Kids' Furniture; Kitchen Storage & Organization; Bar & Wine; Kids; Paint & Home Décor; Business Office Furniture; Jewelry Storage; Office Products; Car Audio; Home Security & Monitoring; Kids' & Teen Bedding; Garage Storage; Wine Cellars & Storage; Printers & Office Machines; Home Entertainment; Home Audio & Theater; Auto Electronics; Recreation Room; Office; Office Technology; Office Supplies & Equipment; Home Audio; Electronic Toys; Home Decor; General Office Supplies; Home Health & Mobility; Home Accents; Baby & Kids Bedding; Vacuums, Storage & Laundry; Kids & Family Gaming; Marine Electronics; TV & Home Theater Services; Home; Sound Bars; Home Office Equipment; Outdoor Living","Audio, Storage, Wine, Bars, Sound, Live"
103,"Storage & Organization; Kitchen Storage & Organization; TV Stands & ; Filing & Storage; Memory, Storage & Drives; Bathroom & Laundry Storage; Sheds and Storage; Audio Stands & Storage; Vacuums, Storage & Laundry; Jewelry Storage; Garage Storage; Wine Cellars & Storage; TV Stands, Mounts & Storage","Mounts, Stands, Storage"
104,"Storage & Organization; Kitchen Storage & Organization; Home Audio & Theater; TV Stands & ; Home Audio; Filing & Storage; Jewelry Storage; Memory, Storage & Drives; Bathroom & Laundry Storage; Sheds and Storage; Audio Stands & Storage; Audio & Video; Car Audio; Vacuums, Storage & Laundry; Audio & Home Theater; Garage Storage; Wine Cellars & Storage; TV Stands, Mounts & Storage","Audio, Stands, Storage"
105,"Storage & Organization; Kitchen Storage & Organization; Jewelry Storage; Filing & Storage; Memory, Storage & Drives; Bathroom & Laundry Storage; Sheds and Storage; Audio Stands & Storage; Vacuums, Storage & Laundry; Bathroom Fixtures; Bathroom Furniture; Garage Storage; Wine Cellars & Storage; TV Stands, Mounts & Storage","Bathroom, Laundry, Storage"
